"raceId","year","round","circuitId","name","date","time","tz","circuitname","location","country","pdt","tz.dat","dt","hr","loc.hr","loc.mins","loc.hrmin","continent"
683,1967,5,54,"French Grand Prix",1967-07-02,"\N",,"Le Mans","Le Mans","France",,,,,,,,"Europe"
684,1967,6,9,"British Grand Prix",1967-07-15,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
685,1967,7,20,"German Grand Prix",1967-08-06,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
686,1967,8,48,"Canadian Grand Prix",1967-08-27,"\N",,"Mosport International Raceway","Ontario","Canada",,,,,,,,"Americas"
687,1967,9,14,"Italian Grand Prix",1967-09-10,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
688,1967,10,46,"United States Grand Prix",1967-10-01,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
689,1967,11,32,"Mexican Grand Prix",1967-10-22,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
690,1966,1,6,"Monaco Grand Prix",1966-05-22,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
691,1966,2,13,"Belgian Grand Prix",1966-06-12,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
692,1966,3,55,"French Grand Prix",1966-07-03,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
693,1966,4,38,"British Grand Prix",1966-07-16,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
694,1966,5,39,"Dutch Grand Prix",1966-07-24,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
695,1966,6,20,"German Grand Prix",1966-08-07,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
696,1966,7,14,"Italian Grand Prix",1966-09-04,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
697,1966,8,46,"United States Grand Prix",1966-10-02,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
698,1966,9,32,"Mexican Grand Prix",1966-10-23,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
699,1965,1,56,"South African Grand Prix",1965-01-01,"\N",,"Prince George Circuit","Eastern Cape Province","South Africa",,,,,,,,"Africa"
700,1965,2,6,"Monaco Grand Prix",1965-05-30,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
701,1965,3,13,"Belgian Grand Prix",1965-06-13,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
702,1965,4,51,"French Grand Prix",1965-06-27,"\N",,"Charade Circuit","Clermont-Ferrand","France",,,,,,,,"Europe"
703,1965,5,9,"British Grand Prix",1965-07-10,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
704,1965,6,39,"Dutch Grand Prix",1965-07-18,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
705,1965,7,20,"German Grand Prix",1965-08-01,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
706,1965,8,14,"Italian Grand Prix",1965-09-12,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
707,1965,9,46,"United States Grand Prix",1965-10-03,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
708,1965,10,32,"Mexican Grand Prix",1965-10-24,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
709,1964,1,6,"Monaco Grand Prix",1964-05-10,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
710,1964,2,39,"Dutch Grand Prix",1964-05-24,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
711,1964,3,13,"Belgian Grand Prix",1964-06-14,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
712,1964,4,53,"French Grand Prix",1964-06-28,"\N",,"Rouen-Les-Essarts","Rouen","France",,,,,,,,"Europe"
713,1964,5,38,"British Grand Prix",1964-07-11,"\N",,"Brands Hatch","Kent","UK",,,,,,,,"Europe"
714,1964,6,20,"German Grand Prix",1964-08-02,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
715,1964,7,57,"Austrian Grand Prix",1964-08-23,"\N",,"Zeltweg","Styria","Austria",,,,,,,,"Europe"
716,1964,8,14,"Italian Grand Prix",1964-09-06,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
717,1964,9,46,"United States Grand Prix",1964-10-04,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
718,1964,10,32,"Mexican Grand Prix",1964-10-25,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
719,1963,1,6,"Monaco Grand Prix",1963-05-26,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
720,1963,2,13,"Belgian Grand Prix",1963-06-09,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
721,1963,3,39,"Dutch Grand Prix",1963-06-23,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
722,1963,4,55,"French Grand Prix",1963-06-30,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
723,1963,5,9,"British Grand Prix",1963-07-20,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
724,1963,6,20,"German Grand Prix",1963-08-04,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
725,1963,7,14,"Italian Grand Prix",1963-09-08,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
726,1963,8,46,"United States Grand Prix",1963-10-06,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
727,1963,9,32,"Mexican Grand Prix",1963-10-27,"\N","America/Mexico_City","Autódromo Hermanos Rodríguez","Mexico City","Mexico",,,,,,,,"Americas"
728,1963,10,56,"South African Grand Prix",1963-12-28,"\N",,"Prince George Circuit","Eastern Cape Province","South Africa",,,,,,,,"Africa"
729,1962,1,39,"Dutch Grand Prix",1962-05-20,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
730,1962,2,6,"Monaco Grand Prix",1962-06-03,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
731,1962,3,13,"Belgian Grand Prix",1962-06-17,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
732,1962,4,53,"French Grand Prix",1962-07-08,"\N",,"Rouen-Les-Essarts","Rouen","France",,,,,,,,"Europe"
733,1962,5,58,"British Grand Prix",1962-07-21,"\N",,"Aintree","Liverpool","UK",,,,,,,,"Europe"
734,1962,6,20,"German Grand Prix",1962-08-05,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
735,1962,7,14,"Italian Grand Prix",1962-09-16,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
736,1962,8,46,"United States Grand Prix",1962-10-07,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
737,1962,9,56,"South African Grand Prix",1962-12-29,"\N",,"Prince George Circuit","Eastern Cape Province","South Africa",,,,,,,,"Africa"
738,1961,1,6,"Monaco Grand Prix",1961-05-14,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
739,1961,2,39,"Dutch Grand Prix",1961-05-22,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
740,1961,3,13,"Belgian Grand Prix",1961-06-18,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
741,1961,4,55,"French Grand Prix",1961-07-02,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
742,1961,5,58,"British Grand Prix",1961-07-15,"\N",,"Aintree","Liverpool","UK",,,,,,,,"Europe"
743,1961,6,20,"German Grand Prix",1961-08-06,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
744,1961,7,14,"Italian Grand Prix",1961-09-10,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
745,1961,8,46,"United States Grand Prix",1961-10-08,"\N",,"Watkins Glen","New York State","USA",,,,,,,,"Americas"
746,1960,1,25,"Argentine Grand Prix",1960-02-07,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
747,1960,2,6,"Monaco Grand Prix",1960-05-29,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
748,1960,3,19,"Indianapolis 500",1960-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
749,1960,4,39,"Dutch Grand Prix",1960-06-06,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
750,1960,5,13,"Belgian Grand Prix",1960-06-19,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
751,1960,6,55,"French Grand Prix",1960-07-03,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
752,1960,7,9,"British Grand Prix",1960-07-16,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
753,1960,8,59,"Portuguese Grand Prix",1960-08-14,"\N",,"Circuito da Boavista","Oporto","Portugal",,,,,,,,"Europe"
754,1960,9,14,"Italian Grand Prix",1960-09-04,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
755,1960,10,60,"United States Grand Prix",1960-11-20,"\N",,"Riverside International Raceway","California","USA",,,,,,,,"Americas"
756,1959,1,6,"Monaco Grand Prix",1959-05-10,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
757,1959,2,19,"Indianapolis 500",1959-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
758,1959,3,39,"Dutch Grand Prix",1959-05-31,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
759,1959,4,55,"French Grand Prix",1959-07-05,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
760,1959,5,58,"British Grand Prix",1959-07-18,"\N",,"Aintree","Liverpool","UK",,,,,,,,"Europe"
761,1959,6,61,"German Grand Prix",1959-08-02,"\N",,"AVUS","Berlin","Germany",,,,,,,,"Europe"
762,1959,7,62,"Portuguese Grand Prix",1959-08-23,"\N",,"Monsanto Park Circuit","Lisbon","Portugal",,,,,,,,"Europe"
763,1959,8,14,"Italian Grand Prix",1959-09-13,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
764,1959,9,63,"United States Grand Prix",1959-12-12,"\N",,"Sebring International Raceway","Florida","USA",,,,,,,,"Americas"
765,1958,1,25,"Argentine Grand Prix",1958-01-19,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
766,1958,2,6,"Monaco Grand Prix",1958-05-18,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
767,1958,3,39,"Dutch Grand Prix",1958-05-26,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
768,1958,4,19,"Indianapolis 500",1958-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
769,1958,5,13,"Belgian Grand Prix",1958-06-15,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
770,1958,6,55,"French Grand Prix",1958-07-06,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
771,1958,7,9,"British Grand Prix",1958-07-19,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
772,1958,8,20,"German Grand Prix",1958-08-03,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
773,1958,9,59,"Portuguese Grand Prix",1958-08-24,"\N",,"Circuito da Boavista","Oporto","Portugal",,,,,,,,"Europe"
774,1958,10,14,"Italian Grand Prix",1958-09-07,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
775,1958,11,64,"Moroccan Grand Prix",1958-10-19,"\N",,"Ain Diab","Casablanca","Morocco",,,,,,,,"Africa"
776,1957,1,25,"Argentine Grand Prix",1957-01-13,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
777,1957,2,6,"Monaco Grand Prix",1957-05-19,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
778,1957,3,19,"Indianapolis 500",1957-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
779,1957,4,53,"French Grand Prix",1957-07-07,"\N",,"Rouen-Les-Essarts","Rouen","France",,,,,,,,"Europe"
780,1957,5,58,"British Grand Prix",1957-07-20,"\N",,"Aintree","Liverpool","UK",,,,,,,,"Europe"
781,1957,6,20,"German Grand Prix",1957-08-04,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
782,1957,7,65,"Pescara Grand Prix",1957-08-18,"\N",,"Pescara Circuit","Pescara","Italy",,,,,,,,"Europe"
783,1957,8,14,"Italian Grand Prix",1957-09-08,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
784,1956,1,25,"Argentine Grand Prix",1956-01-22,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
785,1956,2,6,"Monaco Grand Prix",1956-05-13,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
786,1956,3,19,"Indianapolis 500",1956-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
787,1956,4,13,"Belgian Grand Prix",1956-06-03,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
788,1956,5,55,"French Grand Prix",1956-07-01,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
789,1956,6,9,"British Grand Prix",1956-07-14,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
790,1956,7,20,"German Grand Prix",1956-08-05,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
791,1956,8,14,"Italian Grand Prix",1956-09-02,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
792,1955,1,25,"Argentine Grand Prix",1955-01-16,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
793,1955,2,6,"Monaco Grand Prix",1955-05-22,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
794,1955,3,19,"Indianapolis 500",1955-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
795,1955,4,13,"Belgian Grand Prix",1955-06-05,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
796,1955,5,39,"Dutch Grand Prix",1955-06-19,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
797,1955,6,58,"British Grand Prix",1955-07-16,"\N",,"Aintree","Liverpool","UK",,,,,,,,"Europe"
798,1955,7,14,"Italian Grand Prix",1955-09-11,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
799,1954,1,25,"Argentine Grand Prix",1954-01-17,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
800,1954,2,19,"Indianapolis 500",1954-05-31,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
801,1954,3,13,"Belgian Grand Prix",1954-06-20,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
802,1954,4,55,"French Grand Prix",1954-07-04,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
803,1954,5,9,"British Grand Prix",1954-07-17,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
804,1954,6,20,"German Grand Prix",1954-08-01,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
805,1954,7,66,"Swiss Grand Prix",1954-08-22,"\N",,"Circuit Bremgarten","Bern","Switzerland",,,,,,,,"Europe"
806,1954,8,14,"Italian Grand Prix",1954-09-05,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
807,1954,9,67,"Spanish Grand Prix",1954-10-24,"\N",,"Circuit de Pedralbes","Barcelona","Spain",,,,,,,,"Europe"
808,1953,1,25,"Argentine Grand Prix",1953-01-18,"\N",,"Autódromo Juan y Oscar Gálvez","Buenos Aires","Argentina",,,,,,,,"Americas"
809,1953,2,19,"Indianapolis 500",1953-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
810,1953,3,39,"Dutch Grand Prix",1953-06-07,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
811,1953,4,13,"Belgian Grand Prix",1953-06-21,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
812,1953,5,55,"French Grand Prix",1953-07-05,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
813,1953,6,9,"British Grand Prix",1953-07-18,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
814,1953,7,20,"German Grand Prix",1953-08-02,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
815,1953,8,66,"Swiss Grand Prix",1953-08-23,"\N",,"Circuit Bremgarten","Bern","Switzerland",,,,,,,,"Europe"
816,1953,9,14,"Italian Grand Prix",1953-09-13,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
817,1952,1,66,"Swiss Grand Prix",1952-05-18,"\N",,"Circuit Bremgarten","Bern","Switzerland",,,,,,,,"Europe"
818,1952,2,19,"Indianapolis 500",1952-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
819,1952,3,13,"Belgian Grand Prix",1952-06-22,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
820,1952,4,53,"French Grand Prix",1952-07-06,"\N",,"Rouen-Les-Essarts","Rouen","France",,,,,,,,"Europe"
821,1952,5,9,"British Grand Prix",1952-07-19,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
822,1952,6,20,"German Grand Prix",1952-08-03,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
823,1952,7,39,"Dutch Grand Prix",1952-08-17,"\N","Europe/Amsterdam","Circuit Park Zandvoort","Zandvoort","Netherlands",,,,,,,,"Europe"
824,1952,8,14,"Italian Grand Prix",1952-09-07,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
825,1951,1,66,"Swiss Grand Prix",1951-05-27,"\N",,"Circuit Bremgarten","Bern","Switzerland",,,,,,,,"Europe"
826,1951,2,19,"Indianapolis 500",1951-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
827,1951,3,13,"Belgian Grand Prix",1951-06-17,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
828,1951,4,55,"French Grand Prix",1951-07-01,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
829,1951,5,9,"British Grand Prix",1951-07-14,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
830,1951,6,20,"German Grand Prix",1951-07-29,"\N","Europe/Berlin","Nürburgring","Nürburg","Germany",,,,,,,,"Europe"
831,1951,7,14,"Italian Grand Prix",1951-09-16,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
832,1951,8,67,"Spanish Grand Prix",1951-10-28,"\N",,"Circuit de Pedralbes","Barcelona","Spain",,,,,,,,"Europe"
833,1950,1,9,"British Grand Prix",1950-05-13,"\N","Europe/London","Silverstone Circuit","Silverstone","UK",,,,,,,,"Europe"
834,1950,2,6,"Monaco Grand Prix",1950-05-21,"\N","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco",,,,,,,,"Europe"
835,1950,3,19,"Indianapolis 500",1950-05-30,"\N","America/Indiana/Indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",,,,,,,,"Americas"
836,1950,4,66,"Swiss Grand Prix",1950-06-04,"\N",,"Circuit Bremgarten","Bern","Switzerland",,,,,,,,"Europe"
837,1950,5,13,"Belgian Grand Prix",1950-06-18,"\N","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium",,,,,,,,"Europe"
838,1950,6,55,"French Grand Prix",1950-07-02,"\N",,"Reims-Gueux","Reims","France",,,,,,,,"Europe"
839,1950,7,14,"Italian Grand Prix",1950-09-03,"\N","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy",,,,,,,,"Europe"
1,2009,1,1,"Australian Grand Prix",2009-03-29,"06:00:00","Australia/Melbourne","Albert Park Grand Prix Circuit","Melbourne","Australia","2009-03-29 06:00:00","UTC",2009-03-29 06:00:00,6,17,0,17,"Oceania"
2,2009,2,2,"Malaysian Grand Prix",2009-04-05,"09:00:00","Asia/Kuala_Lumpur","Sepang International Circuit","Kuala Lumpur","Malaysia","2009-04-05 09:00:00","UTC",2009-04-05 09:00:00,9,17,0,17,"Asia"
3,2009,3,17,"Chinese Grand Prix",2009-04-19,"07:00:00","Asia/Shanghai","Shanghai International Circuit","Shanghai","China","2009-04-19 07:00:00","UTC",2009-04-19 07:00:00,7,15,0,15,"Asia"
4,2009,4,3,"Bahrain Grand Prix",2009-04-26,"12:00:00","Asia/Bahrain","Bahrain International Circuit","Sakhir","Bahrain","2009-04-26 12:00:00","UTC",2009-04-26 12:00:00,12,15,0,15,"Asia"
5,2009,5,4,"Spanish Grand Prix",2009-05-10,"12:00:00","Europe/Madrid","Circuit de Barcelona-Catalunya","Montmeló","Spain","2009-05-10 12:00:00","UTC",2009-05-10 12:00:00,12,14,0,14,"Europe"
6,2009,6,6,"Monaco Grand Prix",2009-05-24,"12:00:00","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco","2009-05-24 12:00:00","UTC",2009-05-24 12:00:00,12,14,0,14,"Europe"
7,2009,7,5,"Turkish Grand Prix",2009-06-07,"12:00:00","Asia/Istanbul","Istanbul Park","Istanbul","Turkey","2009-06-07 12:00:00","UTC",2009-06-07 12:00:00,12,15,0,15,"Asia"
8,2009,8,9,"British Grand Prix",2009-06-21,"12:00:00","Europe/London","Silverstone Circuit","Silverstone","UK","2009-06-21 12:00:00","UTC",2009-06-21 12:00:00,12,13,0,13,"Europe"
9,2009,9,20,"German Grand Prix",2009-07-12,"12:00:00","Europe/Berlin","Nürburgring","Nürburg","Germany","2009-07-12 12:00:00","UTC",2009-07-12 12:00:00,12,14,0,14,"Europe"
10,2009,10,11,"Hungarian Grand Prix",2009-07-26,"12:00:00","Europe/Budapest","Hungaroring","Budapest","Hungary","2009-07-26 12:00:00","UTC",2009-07-26 12:00:00,12,14,0,14,"Europe"
11,2009,11,12,"European Grand Prix",2009-08-23,"12:00:00","Europe/Madrid","Valencia Street Circuit","Valencia","Spain","2009-08-23 12:00:00","UTC",2009-08-23 12:00:00,12,14,0,14,"Europe"
12,2009,12,13,"Belgian Grand Prix",2009-08-30,"12:00:00","Europe/Brussels","Circuit de Spa-Francorchamps","Spa","Belgium","2009-08-30 12:00:00","UTC",2009-08-30 12:00:00,12,14,0,14,"Europe"
13,2009,13,14,"Italian Grand Prix",2009-09-13,"12:00:00","Europe/Rome","Autodromo Nazionale di Monza","Monza","Italy","2009-09-13 12:00:00","UTC",2009-09-13 12:00:00,12,14,0,14,"Europe"
14,2009,14,15,"Singapore Grand Prix",2009-09-27,"12:00:00","Asia/Singapore","Marina Bay Street Circuit","Marina Bay","Singapore","2009-09-27 12:00:00","UTC",2009-09-27 12:00:00,12,20,0,20,"Asia"
15,2009,15,22,"Japanese Grand Prix",2009-10-04,"05:00:00","Asia/Tokyo","Suzuka Circuit","Suzuka","Japan","2009-10-04 05:00:00","UTC",2009-10-04 05:00:00,5,14,0,14,"Asia"
16,2009,16,18,"Brazilian Grand Prix",2009-10-18,"16:00:00","America/Sao_Paulo","Autódromo José Carlos Pace","São Paulo","Brazil","2009-10-18 16:00:00","UTC",2009-10-18 16:00:00,16,14,0,14,"Americas"
17,2009,17,24,"Abu Dhabi Grand Prix",2009-11-01,"11:00:00","Asia/Dubai","Yas Marina Circuit","Abu Dhabi","UAE","2009-11-01 11:00:00","UTC",2009-11-01 11:00:00,11,15,0,15,"Asia"
18,2008,1,1,"Australian Grand Prix",2008-03-16,"04:30:00","Australia/Melbourne","Albert Park Grand Prix Circuit","Melbourne","Australia","2008-03-16 04:30:00","UTC",2008-03-16 04:30:00,4,15,30,15.5,"Oceania"
19,2008,2,2,"Malaysian Grand Prix",2008-03-23,"07:00:00","Asia/Kuala_Lumpur","Sepang International Circuit","Kuala Lumpur","Malaysia","2008-03-23 07:00:00","UTC",2008-03-23 07:00:00,7,15,0,15,"Asia"
20,2008,3,3,"Bahrain Grand Prix",2008-04-06,"11:30:00","Asia/Bahrain","Bahrain International Circuit","Sakhir","Bahrain","2008-04-06 11:30:00","UTC",2008-04-06 11:30:00,11,14,30,14.5,"Asia"
21,2008,4,4,"Spanish Grand Prix",2008-04-27,"12:00:00","Europe/Madrid","Circuit de Barcelona-Catalunya","Montmeló","Spain","2008-04-27 12:00:00","UTC",2008-04-27 12:00:00,12,14,0,14,"Europe"
22,2008,5,5,"Turkish Grand Prix",2008-05-11,"12:00:00","Asia/Istanbul","Istanbul Park","Istanbul","Turkey","2008-05-11 12:00:00","UTC",2008-05-11 12:00:00,12,15,0,15,"Asia"
23,2008,6,6,"Monaco Grand Prix",2008-05-25,"12:00:00","Europe/Monaco","Circuit de Monaco","Monte-Carlo","Monaco","2008-05-25 12:00:00","UTC",2008-05-25 12:00:00,12,14,0,14,"Europe"
